num_events,num_failed_logins,num_commands,num_unique_commands,num_downloads,num_uploads,session_duration,label
5,1,0,0,0,0,1.187428,0
5,1,0,0,0,0,1.29996,0
5,1,0,0,0,0,1.715139,0
5,1,0,0,0,0,1.181785,0
5,1,0,0,0,0,1.16838,0
5,1,0,0,0,0,1.179755,0
5,1,0,0,0,0,1.200795,0
5,1,0,0,0,0,1.2602419999999999,0
5,1,0,0,0,0,1.575682,0
5,1,0,0,0,0,1.186719,0
5,1,0,0,0,0,1.5438610000000001,0
5,1,0,0,0,0,1.239138,0
5,1,0,0,0,0,1.177414,0
5,1,0,0,0,0,1.229238,0
5,1,0,0,0,0,1.2013,0
5,1,0,0,0,0,1.172142,0
5,1,0,0,0,0,1.199455,0
5,1,0,0,0,0,1.168071,0
5,1,0,0,0,0,1.188569,0
5,1,0,0,0,0,1.248693,0
5,1,0,0,0,0,1.199724,0
5,1,0,0,0,0,1.189425,0
5,1,0,0,0,0,1.200065,0
5,1,0,0,0,0,1.164942,0
5,1,0,0,0,0,1.164199,0
2,0,0,0,0,0,30.582277,0
5,1,0,0,0,0,1.167509,0
5,1,0,0,0,0,1.209278,0
5,1,0,0,0,0,1.2727249999999999,0
5,1,0,0,0,0,1.567542,0
5,1,0,0,0,0,1.172797,0
5,1,0,0,0,0,1.200099,0
5,1,0,0,0,0,1.215922,0
5,1,0,0,0,0,1.193603,0
2,0,0,0,0,0,0.166488,0
5,1,0,0,0,0,1.199266,0
5,1,0,0,0,0,1.237015,0
5,1,0,0,0,0,1.224115,0
5,1,0,0,0,0,1.213258,0
5,1,0,0,0,0,1.223069,0
5,1,0,0,0,0,1.201095,0
5,1,0,0,0,0,1.167822,0
5,1,0,0,0,0,1.244624,0
5,1,0,0,0,0,1.1991749999999999,0
5,1,0,0,0,0,1.203937,0
5,1,0,0,0,0,1.166476,0
5,1,0,0,0,0,1.170612,0
5,1,0,0,0,0,1.691995,0
5,1,0,0,0,0,1.1650260000000001,0
5,1,0,0,0,0,1.166764,0
5,1,0,0,0,0,1.172138,0
5,1,0,0,0,0,1.1964299999999999,0
5,1,0,0,0,0,1.182154,0
5,1,0,0,0,0,1.177991,0
5,1,0,0,0,0,1.178696,0
5,1,0,0,0,0,1.172828,0
5,1,0,0,0,0,1.17036,0
5,1,0,0,0,0,1.227257,0
5,1,0,0,0,0,1.239831,0
5,1,0,0,0,0,1.1804649999999999,0
5,1,0,0,0,0,1.167149,0
2,0,0,0,0,0,33.829716,0
5,1,0,0,0,0,1.218045,0
5,1,0,0,0,0,1.199576,0
5,1,0,0,0,0,1.171755,0
5,1,0,0,0,0,1.168563,0
5,1,0,0,0,0,1.17041,0
5,1,0,0,0,0,1.5706120000000001,0
5,1,0,0,0,0,1.1667480000000001,0
5,1,0,0,0,0,1.1670449999999999,0
2,0,0,0,0,0,120.003528,0
5,1,0,0,0,0,1.184461,0
5,1,0,0,0,0,1.218867,0
5,1,0,0,0,0,1.2064840000000001,0
5,1,0,0,0,0,1.1808480000000001,0
5,1,0,0,0,0,1.207153,0
5,1,0,0,0,0,1.234157,0
5,1,0,0,0,0,1.241307,0
5,1,0,0,0,0,1.187346,0
5,1,0,0,0,0,1.197023,0
5,1,0,0,0,0,1.193214,0
5,1,0,0,0,0,1.194748,0
2,0,0,0,0,0,14.20853,0
5,1,0,0,0,0,1.187829,0
5,1,0,0,0,0,1.16964,0
5,1,0,0,0,0,1.202251,0
5,1,0,0,0,0,1.184935,0
5,1,0,0,0,0,1.5687630000000001,0
5,1,0,0,0,0,1.234185,0
2,0,0,0,0,0,13.792356999999999,0
2,0,0,0,0,0,12.616868,0
5,1,0,0,0,0,1.198549,0
2,0,0,0,0,0,13.723701,0
2,0,0,0,0,0,13.957423,0
5,1,0,0,0,0,1.172821,0
2,0,0,0,0,0,14.088787,0
2,0,0,0,0,0,13.536318,0
2,0,0,0,0,0,13.413443000000001,0
5,1,0,0,0,0,1.171454,0
2,0,0,0,0,0,13.667266,0
2,0,0,0,0,0,13.810385,0
2,0,0,0,0,0,13.780673,0
5,1,0,0,0,0,1.210543,0
2,0,0,0,0,0,13.464827,0
2,0,0,0,0,0,13.819954,0
2,0,0,0,0,0,14.066415,0
5,1,0,0,0,0,1.240941,0
2,0,0,0,0,0,13.729344,0
2,0,0,0,0,0,13.53693,0
2,0,0,0,0,0,13.186251,0
5,1,0,0,0,0,1.166943,0
2,0,0,0,0,0,13.62649,0
2,0,0,0,0,0,12.794381,0
2,0,0,0,0,0,13.688852,0
5,1,0,0,0,0,1.21698,0
5,1,0,0,0,0,2.262398,0
2,0,0,0,0,0,12.757541,0
2,0,0,0,0,0,13.394397,0
2,0,0,0,0,0,12.912967,0
2,0,0,0,0,0,13.681082,0
2,0,0,0,0,0,13.803604,0
5,1,0,0,0,0,1.16558,0
2,0,0,0,0,0,13.550916,0
2,0,0,0,0,0,13.923289,0
2,0,0,0,0,0,13.506205,0
5,1,0,0,0,0,1.223203,0
2,0,0,0,0,0,13.148586,0
5,1,0,0,0,0,1.239095,0
2,0,0,0,0,0,13.734031,0
2,0,0,0,0,0,12.645919,0
5,1,0,0,0,0,1.168175,0
2,0,0,0,0,0,13.012033,0
2,0,0,0,0,0,13.940238,0
2,0,0,0,0,0,13.302393,0
5,1,0,0,0,0,1.168,0
2,0,0,0,0,0,13.412102,0
2,0,0,0,0,0,13.668614999999999,0
2,0,0,0,0,0,13.575584,0
5,1,0,0,0,0,1.2005,0
2,0,0,0,0,0,13.756909,0
2,0,0,0,0,0,13.180904,0
2,0,0,0,0,0,13.880777,0
5,1,0,0,0,0,1.19624,0
2,0,0,0,0,0,13.571567,0
2,0,0,0,0,0,13.861486,0
5,1,0,0,0,0,1.172811,0
2,0,0,0,0,0,13.477969,0
5,1,0,0,0,0,1.163081,0
5,1,0,0,0,0,2.248762,0
2,0,0,0,0,0,13.456606,0
2,0,0,0,0,0,13.838105,0
5,1,0,0,0,0,1.579875,0
5,1,0,0,0,0,1.168479,0
2,0,0,0,0,0,13.275603,0
5,1,0,0,0,0,1.194773,0
2,0,0,0,0,0,13.293952,0
5,1,0,0,0,0,1.270068,0
5,1,0,0,0,0,1.18061,0
5,1,0,0,0,0,1.206231,0
5,1,0,0,0,0,1.239341,0
5,1,0,0,0,0,1.2251859999999999,0
5,1,0,0,0,0,1.181935,0
5,1,0,0,0,0,1.228285,0
5,1,0,0,0,0,1.19485,0
5,1,0,0,0,0,1.187437,0
5,1,0,0,0,0,1.215249,0
5,1,0,0,0,0,1.1978360000000001,0
5,1,0,0,0,0,1.200044,0
5,1,0,0,0,0,1.167288,0
5,1,0,0,0,0,1.201942,0
5,1,0,0,0,0,1.2112370000000001,0
5,1,0,0,0,0,1.5745689999999999,0
5,1,0,0,0,0,1.167507,0
5,1,0,0,0,0,1.166711,0
5,1,0,0,0,0,1.184391,0
5,1,0,0,0,0,1.198496,0
5,1,0,0,0,0,1.164801,0
5,1,0,0,0,0,1.166922,0
5,1,0,0,0,0,1.195644,0
2,0,0,0,0,0,12.879911,0
5,1,0,0,0,0,1.167018,0
5,1,0,0,0,0,1.166168,0
5,1,0,0,0,0,1.178833,0
5,1,0,0,0,0,1.23501,0
5,1,0,0,0,0,1.185986,0
5,1,0,0,0,0,1.182151,0
3,0,0,0,0,0,0.229072,0
5,1,0,0,0,0,1.174494,0
2,0,0,0,0,0,0.000965,0
5,1,0,0,0,0,1.194229,0
5,1,0,0,0,0,1.236116,0
5,1,0,0,0,0,1.204406,0
5,1,0,0,0,0,1.179838,0
5,1,0,0,0,0,1.579659,0
5,1,0,0,0,0,1.2013,0
5,1,0,0,0,0,1.191236,0
5,1,0,0,0,0,1.197862,0
5,1,0,0,0,0,1.196207,0
5,1,0,0,0,0,1.19493,0
2,0,0,0,0,0,13.447949,0
5,1,0,0,0,0,1.167495,0
5,1,0,0,0,0,1.166825,0
5,1,0,0,0,0,1.205362,0
5,1,0,0,0,0,1.164586,0
5,1,0,0,0,0,1.196621,0
5,1,0,0,0,0,1.192449,0
5,1,0,0,0,0,1.169465,0
2,0,0,0,0,0,31.314331,0
5,1,0,0,0,0,1.163517,0
5,1,0,0,0,0,1.201978,0
5,1,0,0,0,0,1.200537,0
5,1,0,0,0,0,1.190651,0
5,1,0,0,0,0,1.575491,0
5,1,0,0,0,0,1.278111,0
5,1,0,0,0,0,1.194416,0
5,1,0,0,0,0,1.194879,0
5,1,0,0,0,0,1.176974,0
5,1,0,0,0,0,1.165472,0
5,1,0,0,0,0,1.1656469999999999,0
5,1,0,0,0,0,1.3052030000000001,0
5,1,0,0,0,0,1.300727,0
5,1,0,0,0,0,1.25426,0
5,1,0,0,0,0,1.306254,0
5,1,0,0,0,0,1.229525,0
5,1,0,0,0,0,1.3010169999999999,0
5,1,0,0,0,0,1.300746,0
5,1,0,0,0,0,1.258551,0
5,1,0,0,0,0,1.253939,0
5,1,0,0,0,0,1.789353,0
5,1,0,0,0,0,1.302133,0
5,1,0,0,0,0,1.576174,0
5,1,0,0,0,0,1.291157,0
2,0,0,0,0,0,12.72997,0
5,1,0,0,0,0,1.292619,0
5,1,0,0,0,0,1.552228,0
5,1,0,0,0,0,1.552101,0
5,1,0,0,0,0,1.2910789999999999,0
5,1,0,0,0,0,1.304272,0
5,1,0,0,0,0,1.300837,0
5,1,0,0,0,0,1.254921,0
5,1,0,0,0,0,1.281895,0
5,1,0,0,0,0,1.303405,0
5,1,0,0,0,0,1.6550449999999999,0
5,1,0,0,0,0,1.269955,0
5,1,0,0,0,0,1.288986,0
5,1,0,0,0,0,1.251784,0
5,1,0,0,0,0,1.2557369999999999,0
5,1,0,0,0,0,1.276736,0
5,1,0,0,0,0,1.5684900000000002,0
5,1,0,0,0,0,1.3008600000000001,0
5,1,0,0,0,0,1.263014,0
5,1,0,0,0,0,1.251556,0
2,0,0,0,0,0,31.901452,0
5,1,0,0,0,0,1.2540740000000001,0
5,1,0,0,0,0,1.266319,0
5,1,0,0,0,0,1.2578420000000001,0
5,1,0,0,0,0,1.270888,0
5,1,0,0,0,0,1.253742,0
5,1,0,0,0,0,1.271674,0
2,0,0,0,0,0,13.645241,0
5,1,0,0,0,0,1.517158,0
5,1,0,0,0,0,1.277763,0
5,1,0,0,0,0,1.284738,0
5,1,0,0,0,0,1.2512590000000001,0
5,1,0,0,0,0,1.251754,0
5,1,0,0,0,0,1.251051,0
5,1,0,0,0,0,1.303115,0
5,1,0,0,0,0,1.291329,0
5,1,0,0,0,0,1.2981449999999999,0
5,1,0,0,0,0,1.254759,0
5,1,0,0,0,0,1.249863,0
5,1,0,0,0,0,1.298618,0
5,1,0,0,0,0,1.250538,0
5,1,0,0,0,0,1.364114,0
5,1,0,0,0,0,1.522656,0
5,1,0,0,0,0,1.322439,0
5,1,0,0,0,0,1.258229,0
5,1,0,0,0,0,1.354232,0
5,1,0,0,0,0,1.236246,0
2,0,0,0,0,0,1.837701,0
5,1,0,0,0,0,1.246955,0
2,0,0,0,0,0,120.007812,0
5,1,0,0,0,0,1.293844,0
5,1,0,0,0,0,1.349941,0
2,0,0,0,0,0,120.020344,0
5,1,0,0,0,0,1.3017750000000001,0
5,1,0,0,0,0,1.408038,0
5,1,0,0,0,0,1.291061,0
5,1,0,0,0,0,1.237242,0
5,1,0,0,0,0,1.573956,0
2,0,0,0,0,0,0.046879,0
5,1,0,0,0,0,1.266463,0
5,1,0,0,0,0,1.254816,0
2,0,0,0,0,0,13.826768,0
5,1,0,0,0,0,1.252112,0
5,1,0,0,0,0,1.236985,0
5,1,0,0,0,0,1.24132,0
5,1,0,0,0,0,1.24063,0
5,1,0,0,0,0,1.560622,0
5,1,0,0,0,0,1.244742,0
5,1,0,0,0,0,1.237664,0
5,1,0,0,0,0,1.579984,0
5,1,0,0,0,0,1.284716,0
5,1,0,0,0,0,1.2532269999999999,0
5,1,0,0,0,0,1.315344,0
5,1,0,0,0,0,1.2538770000000001,0
5,1,0,0,0,0,1.2487840000000001,0
5,1,0,0,0,0,1.270721,0
5,1,0,0,0,0,1.236695,0
5,1,0,0,0,0,1.261082,0
5,1,0,0,0,0,1.278475,0
5,1,0,0,0,0,1.2530299999999999,0
5,1,0,0,0,0,1.257455,0
5,1,0,0,0,0,1.286861,0
5,1,0,0,0,0,1.2714159999999999,0
5,1,0,0,0,0,1.244739,0
5,1,0,0,0,0,1.255662,0
5,1,0,0,0,0,1.567404,0
5,1,0,0,0,0,1.238255,0
5,1,0,0,0,0,2.372654,0
5,1,0,0,0,0,1.293178,0
5,1,0,0,0,0,1.238534,0
5,1,0,0,0,0,1.27749,0
5,1,0,0,0,0,1.245227,0
5,1,0,0,0,0,1.2798910000000001,0
5,0,0,0,0,0,1.552241,0
5,1,0,0,0,0,1.2399689999999999,0
5,1,0,0,0,0,1.274826,0
5,1,0,0,0,0,1.514356,0
5,1,0,0,0,0,1.239052,0
5,1,0,0,0,0,1.219887,0
5,1,0,0,0,0,1.541976,0
5,1,0,0,0,0,1.294822,0
5,1,0,0,0,0,1.551409,0
5,1,0,0,0,0,1.250566,0
5,1,0,0,0,0,1.6825109999999999,0
5,1,0,0,0,0,1.281382,0
2,0,0,0,0,0,15.980091,0
5,1,0,0,0,0,1.247922,0
2,0,0,0,0,0,3.646042,0
2,0,0,0,0,0,10.912145,0
5,1,0,0,0,0,1.209344,0
5,1,0,0,0,0,1.242615,0
5,1,0,0,0,0,1.250396,0
5,1,0,0,0,0,1.301011,0
5,1,0,0,0,0,1.245662,0
5,1,0,0,0,0,1.245122,0
5,1,0,0,0,0,1.487702,0
5,1,0,0,0,0,1.309938,0
5,1,0,0,0,0,1.245354,0
5,1,0,0,0,0,1.248485,0
5,1,0,0,0,0,1.226875,0
5,1,0,0,0,0,1.259156,0
4,0,0,0,0,0,0.072751,0
4,0,0,0,0,0,0.073995,0
4,0,0,0,0,0,0.074155,0
5,1,0,0,0,0,1.233927,0
5,1,0,0,0,0,1.5778189999999999,0
5,1,0,0,0,0,1.242736,0
5,1,0,0,0,0,1.283021,0
5,1,0,0,0,0,1.247985,0
5,1,0,0,0,0,1.316429,0
5,1,0,0,0,0,1.248799,0
5,1,0,0,0,0,1.237782,0
5,1,0,0,0,0,1.23034,0
5,1,0,0,0,0,1.199152,0
5,1,0,0,0,0,1.245502,0
5,1,0,0,0,0,1.249324,0
5,1,0,0,0,0,1.278711,0
5,1,0,0,0,0,1.243888,0
5,1,0,0,0,0,1.220907,0
5,1,0,0,0,0,1.306865,0
5,1,0,0,0,0,1.302444,0
4,0,0,0,0,0,0.650697,0
2,0,0,0,0,0,30.693671,0
5,1,0,0,0,0,1.211214,0
5,1,0,0,0,0,1.196336,0
5,1,0,0,0,0,1.527229,0
5,1,0,0,0,0,1.29453,0
5,1,0,0,0,0,1.245777,0
5,1,0,0,0,0,1.189784,0
5,1,0,0,0,0,1.274011,0
5,1,0,0,0,0,1.2626680000000001,0
5,1,0,0,0,0,1.249669,0
5,1,0,0,0,0,1.229726,0
5,1,0,0,0,0,1.241571,0
5,1,0,0,0,0,1.24776,0
5,1,0,0,0,0,1.234051,0
5,1,0,0,0,0,1.254451,0
5,1,0,0,0,0,1.248816,0
2,0,0,0,0,0,15.282851,0
5,1,0,0,0,0,1.269766,0
2,0,0,0,0,0,3.021394,0
2,0,0,0,0,0,10.002081,0
5,1,0,0,0,0,1.227211,0
5,1,0,0,0,0,1.234654,0
5,1,0,0,0,0,1.266209,0
2,0,0,0,0,0,12.534473,0
2,0,0,0,0,0,12.768796,0
5,1,0,0,0,0,1.230429,0
2,0,0,0,0,0,12.69326,0
2,0,0,0,0,0,12.771234,0
5,1,0,0,0,0,1.236081,0
2,0,0,0,0,0,12.657637,0
2,0,0,0,0,0,12.771256,0
2,0,0,0,0,0,12.640307,0
2,0,0,0,0,0,12.828193,0
2,0,0,0,0,0,12.589068,0
2,0,0,0,0,0,12.881048,0
2,0,0,0,0,0,12.600777,0
2,0,0,0,0,0,12.795732,0
5,1,0,0,0,0,1.284968,0
2,0,0,0,0,0,12.708478,0
2,0,0,0,0,0,12.585601,0
2,0,0,0,0,0,12.828683,0
2,0,0,0,0,0,12.582509,0
2,0,0,0,0,0,12.674934,0
2,0,0,0,0,0,12.749851,0
2,0,0,0,0,0,12.694847,0
2,0,0,0,0,0,12.618443,0
2,0,0,0,0,0,12.78937,0
2,0,0,0,0,0,12.77505,0
2,0,0,0,0,0,12.684382,0
2,0,0,0,0,0,13.012039,0
2,0,0,0,0,0,12.854977,0
2,0,0,0,0,0,12.684379,0
2,0,0,0,0,0,12.904422,0
2,0,0,0,0,0,12.860201,0
2,0,0,0,0,0,12.696947,0
2,0,0,0,0,0,14.215453,0
2,0,0,0,0,0,14.731926,0
2,0,0,0,0,0,12.274107,0
2,0,0,0,0,0,12.124096,0
2,0,0,0,0,0,12.929789,0
2,0,0,0,0,0,12.894313,0
2,0,0,0,0,0,12.211786,0
2,0,0,0,0,0,13.154077,0
2,0,0,0,0,0,13.355938,0
2,0,0,0,0,0,12.715983,0
2,0,0,0,0,0,11.97067,0
2,0,0,0,0,0,11.967095,0
2,0,0,0,0,0,12.403229,0
2,0,0,0,0,0,12.379146,0
2,0,0,0,0,0,12.191922,0
2,0,0,0,0,0,12.200988,0
2,0,0,0,0,0,12.181059,0
2,0,0,0,0,0,12.159976,0
2,0,0,0,0,0,13.103471,0
2,0,0,0,0,0,13.076584,0
2,0,0,0,0,0,12.756636,0
2,0,0,0,0,0,12.726891,0
2,0,0,0,0,0,11.980688,0
2,0,0,0,0,0,11.990606,0
2,0,0,0,0,0,12.387282,0
2,0,0,0,0,0,12.385584,0
2,0,0,0,0,0,12.461528,0
2,0,0,0,0,0,12.456132,0
2,0,0,0,0,0,12.651781,0
2,0,0,0,0,0,12.65178,0
2,0,0,0,0,0,12.902082,0
2,0,0,0,0,0,12.885617,0
2,0,0,0,0,0,12.850801,0
2,0,0,0,0,0,12.841837,0
2,0,0,0,0,0,12.551355000000001,0
2,0,0,0,0,0,12.555263,0
2,0,0,0,0,0,12.435073,0
2,0,0,0,0,0,12.425772,0
2,0,0,0,0,0,12.105087,0
2,0,0,0,0,0,13.129208,0
2,0,0,0,0,0,0.002039,0
2,0,0,0,0,0,12.155701,0
2,0,0,0,0,0,12.694583,0
2,0,0,0,0,0,12.508917,0
2,0,0,0,0,0,12.759151,0
2,0,0,0,0,0,12.106143,0
2,0,0,0,0,0,12.622647,0
2,0,0,0,0,0,0.036966,0
2,0,0,0,0,0,30.830856,0
5,1,0,0,0,0,1.278341,0
5,1,0,0,0,0,2.152107,0
2,0,0,0,0,0,120.004633,0
2,0,0,0,0,0,0.14706,0
2,0,0,0,0,0,30.935398,0
4,0,0,0,0,0,0.078585,0
4,0,0,0,0,0,0.070806,0
4,0,0,0,0,0,0.070801,0
5,1,0,0,0,0,1.294923,0
2,0,0,0,0,0,31.618206,0
5,1,0,0,0,0,1.237294,0
3,0,0,0,0,0,0.004204,0
5,1,0,0,0,0,1.241503,0
5,1,0,0,0,0,10.84918,0
5,1,0,0,0,0,12.501077,0
5,1,0,0,0,0,9.573292,0
5,1,0,0,0,0,11.005577,0
5,1,0,0,0,0,13.135546,0
5,1,0,0,0,0,14.996963000000001,0
5,1,0,0,0,0,11.544662,0
5,1,0,0,0,0,10.964433,0
5,1,0,0,0,0,12.409851,0
5,1,0,0,0,0,17.940962,0
5,1,0,0,0,0,13.568819,0
5,1,0,0,0,0,12.125856,0
5,1,0,0,0,0,12.409689,0
5,1,0,0,0,0,1.279499,0
5,1,0,0,0,0,13.820213,0
5,1,0,0,0,0,12.447371,0
5,1,0,0,0,0,14.545285,0
5,1,0,0,0,0,13.920252,0
5,1,0,0,0,0,11.724665,0
5,1,0,0,0,0,11.660877,0
5,1,0,0,0,0,12.280179,0
5,1,0,0,0,0,1.242288,0
2,0,0,0,0,0,14.198796,0
2,0,0,0,0,0,30.929916,0
5,1,0,0,0,0,9.584029,0
2,0,0,0,0,0,0.037659,0
5,1,0,0,0,0,1.796891,0
5,1,0,0,0,0,1.226523,0
5,1,0,0,0,0,1.203049,0
2,0,0,0,0,0,30.439427,0
2,0,0,0,0,0,0.002169,0
2,0,0,0,0,0,19.38044,0
5,1,0,0,0,0,1.22995,0
2,0,0,0,0,0,12.788737,0
2,0,0,0,0,0,12.776889,0
5,1,0,0,0,0,1.24561,0
2,0,0,0,0,0,12.372331,0
2,0,0,0,0,0,31.686152,0
5,1,0,0,0,0,1.25533,0
5,1,0,0,0,0,1.25499,0
5,1,0,0,0,0,1.24569,0
5,1,0,0,0,0,1.247935,0
2,0,0,0,0,0,13.23135,0
5,1,0,0,0,0,1.292418,0
5,1,0,0,0,0,1.235455,0
5,1,0,0,0,0,1.226892,0
5,1,0,0,0,0,1.237068,0
5,1,0,0,0,0,1.277243,0
5,1,0,0,0,0,1.245813,0
5,1,0,0,0,0,1.25139,0
5,1,0,0,0,0,1.180517,0
2,0,0,0,0,0,12.358218,0
5,1,0,0,0,0,1.197458,0
5,1,0,0,0,0,1.257988,0
5,1,0,0,0,0,1.18824,0
5,1,0,0,0,0,2.5620279999999998,0
5,1,0,0,0,0,1.23191,0
5,1,0,0,0,0,1.236872,0
5,1,0,0,0,0,1.220567,0
5,1,0,0,0,0,1.204322,0
2,0,0,0,0,0,15.361329,0
5,1,0,0,0,0,1.202667,0
5,1,0,0,0,0,1.234272,0
5,1,0,0,0,0,1.255149,0
5,1,0,0,0,0,1.244627,0
5,1,0,0,0,0,1.2864010000000001,0
5,1,0,0,0,0,1.193647,0
5,1,0,0,0,0,1.238055,0
5,1,0,0,0,0,1.196768,0
5,1,0,0,0,0,1.211388,0
5,1,0,0,0,0,1.247812,0
5,1,0,0,0,0,1.217834,0
5,1,0,0,0,0,1.1995230000000001,0
5,1,0,0,0,0,1.173678,0
4,0,0,0,0,0,10.003375,0
5,1,0,0,0,0,1.175612,0
5,1,0,0,0,0,1.193949,0
5,1,0,0,0,0,1.166174,0
5,1,0,0,0,0,1.199139,0
5,1,0,0,0,0,1.163583,0
5,1,0,0,0,0,1.269736,0
5,1,0,0,0,0,1.1676199999999999,0
5,1,0,0,0,0,1.19494,0
5,1,0,0,0,0,1.167093,0
5,1,0,0,0,0,1.196163,0
5,1,0,0,0,0,1.215775,0
2,0,0,0,0,0,0.120197,0
5,1,0,0,0,0,1.167352,0
5,1,0,0,0,0,1.169806,0
5,1,0,0,0,0,1.166594,0
5,1,0,0,0,0,1.194523,0
5,1,0,0,0,0,1.205404,0
5,1,0,0,0,0,1.5750199999999999,0
5,1,0,0,0,0,1.194826,0
5,1,0,0,0,0,1.585414,0
5,1,0,0,0,0,1.164838,0
5,1,0,0,0,0,1.219336,0
5,1,0,0,0,0,1.584079,0
2,0,0,0,0,0,0.000917,0
5,1,0,0,0,0,1.185112,0
5,1,0,0,0,0,1.5740129999999999,0
5,1,0,0,0,0,1.168275,0
5,1,0,0,0,0,1.762849,0
5,1,0,0,0,0,1.169681,0
5,1,0,0,0,0,1.166386,0
5,1,0,0,0,0,1.5740189999999998,0
5,1,0,0,0,0,2.237721,0
5,1,0,0,0,0,1.171272,0
5,1,0,0,0,0,1.587183,0
2,0,0,0,0,0,13.398966,0
5,1,0,0,0,0,1.1676739999999999,0
2,0,0,0,0,0,0.110485,0
5,1,0,0,0,0,1.577986,0
5,1,0,0,0,0,1.168006,0
5,1,0,0,0,0,1.691597,0
5,1,0,0,0,0,1.1659760000000001,0
5,1,0,0,0,0,1.228027,0
5,1,0,0,0,0,1.17177,0
5,1,0,0,0,0,1.5737100000000002,0
5,1,0,0,0,0,1.215764,0
5,1,0,0,0,0,1.573543,0
5,1,0,0,0,0,1.16746,0
5,1,0,0,0,0,1.572785,0
5,1,0,0,0,0,1.172306,0
5,1,0,0,0,0,1.164152,0
5,1,0,0,0,0,1.575314,0
5,1,0,0,0,0,1.166812,0
5,1,0,0,0,0,1.5868959999999999,0
5,1,0,0,0,0,1.165278,0
2,0,0,0,0,0,13.838263,0
5,1,0,0,0,0,1.579868,0
5,1,0,0,0,0,1.2099090000000001,0
5,1,0,0,0,0,1.222058,0
5,1,0,0,0,0,1.572321,0
5,1,0,0,0,0,1.166214,0
5,1,0,0,0,0,1.595352,0
2,0,0,0,0,0,13.84252,0
5,1,0,0,0,0,1.190821,0
5,1,0,0,0,0,1.5739480000000001,0
5,1,0,0,0,0,1.165696,0
5,1,0,0,0,0,1.165067,0
5,1,0,0,0,0,1.5744340000000001,0
2,0,0,0,0,0,13.023708,0
5,1,0,0,0,0,1.168082,0
5,1,0,0,0,0,1.583925,0
2,0,0,0,0,0,0.001148,0
5,1,0,0,0,0,1.540893,0
5,1,0,0,0,0,1.16526,0
5,1,0,0,0,0,1.5787179999999998,0
5,1,0,0,0,0,1.194536,0
5,1,0,0,0,0,1.173468,0
5,1,0,0,0,0,1.680952,0
5,1,0,0,0,0,1.167745,0
5,1,0,0,0,0,1.578403,0
5,1,0,0,0,0,1.168881,0
5,1,0,0,0,0,1.5891380000000002,0
5,1,0,0,0,0,1.234275,0
5,1,0,0,0,0,1.1949589999999999,0
5,1,0,0,0,0,1.571316,0
5,1,0,0,0,0,1.165964,0
5,1,0,0,0,0,1.572492,0
5,1,0,0,0,0,1.18884,0
5,1,0,0,0,0,1.579563,0
5,1,0,0,0,0,1.166286,0
5,1,0,0,0,0,1.172938,0
5,1,0,0,0,0,1.5798990000000002,0
5,1,0,0,0,0,1.223992,0
5,1,0,0,0,0,1.58983,0
5,1,0,0,0,0,1.18011,0
5,1,0,0,0,0,1.579712,0
5,1,0,0,0,0,1.20172,0
5,1,0,0,0,0,1.586189,0
5,1,0,0,0,0,1.292235,0
5,1,0,0,0,0,1.171451,0
5,1,0,0,0,0,1.284335,0
5,1,0,0,0,0,1.580327,0
5,1,0,0,0,0,1.5409329999999999,0
5,1,0,0,0,0,1.187548,0
5,1,0,0,0,0,1.5789469999999999,0
5,1,0,0,0,0,1.166922,0
5,1,0,0,0,0,1.576532,0
5,1,0,0,0,0,1.170064,0
2,0,0,0,0,0,30.750406,0
5,1,0,0,0,0,1.16891,0
5,1,0,0,0,0,1.581689,0
5,1,0,0,0,0,1.195936,0
5,1,0,0,0,0,1.571472,0
5,1,0,0,0,0,1.1956769999999999,0
5,1,0,0,0,0,1.679547,0
5,1,0,0,0,0,1.185191,0
2,0,0,0,0,0,33.891458,0
5,1,0,0,0,0,1.177693,0
2,0,0,0,0,0,13.171037,0
5,1,0,0,0,0,1.582958,0
5,1,0,0,0,0,1.234968,0
5,1,0,0,0,0,1.5759020000000001,0
5,1,0,0,0,0,1.166152,0
5,1,0,0,0,0,1.581323,0
5,1,0,0,0,0,1.203341,0
5,1,0,0,0,0,1.172521,0
5,1,0,0,0,0,1.168595,0
5,1,0,0,0,0,1.5742880000000001,0
5,1,0,0,0,0,1.196812,0
5,1,0,0,0,0,1.568604,0
5,1,0,0,0,0,1.1894689999999999,0
2,0,0,0,0,0,13.708827,0
5,1,0,0,0,0,1.547911,0
5,1,0,0,0,0,1.5854430000000002,0
5,1,0,0,0,0,1.169616,0
5,1,0,0,0,0,1.197826,0
5,1,0,0,0,0,1.575049,0
5,1,0,0,0,0,1.195534,0
5,1,0,0,0,0,1.592354,0
5,1,0,0,0,0,1.171676,0
5,1,0,0,0,0,1.57008,0
5,1,0,0,0,0,1.18844,0
5,1,0,0,0,0,1.168419,0
5,1,0,0,0,0,1.572343,0
2,0,0,0,0,0,32.001469,0
5,1,0,0,0,0,1.170324,0
5,1,0,0,0,0,1.571301,0
5,1,0,0,0,0,1.167046,0
5,1,0,0,0,0,1.693766,0
5,1,0,0,0,0,1.166154,0
5,1,0,0,0,0,1.17715,0
5,1,0,0,0,0,1.5933199999999998,0
5,1,0,0,0,0,1.17522,0
5,1,0,0,0,0,1.16897,0
